发布时间,微博内容,情感倾向
2024-01-22 17:57:00,伯特终于评论我了#评论罗伯特#,积极
2024-01-22 17:58:00,@评论罗伯特我cp莓月好磕吗,积极
2024-01-22 17:58:00,评论罗伯特是不是有病,积极
2024-01-22 17:58:00,评论罗伯特是有品味的因为它跟我一样喜欢家有儿女蜡笔小新下次必须问问喜不喜欢樱桃小丸子,积极
2024-01-22 17:58:00,评论罗伯特你是真的死了,积极
2024-01-22 17:59:00,吃吧@评论罗伯特,积极
2024-01-22 17:59:00,评论罗伯特真的完全就是机器人吗？？？我以为是真人回的，，，，#评论罗伯特真的太颠了#,积极
2024-01-22 17:59:00,动效logo|手绘游戏logo你想来一个吗#LOGO设计##品牌设计##logo#@评论罗伯特L杨芝琳品牌设计的微博视频,积极
2024-01-22 18:00:00,阳光信用|每日一善|善良是春日里的和煦微风，善良是炎热夏日的清凉饮品，善良是秋日收获的喜悦，善良是冬日里温暖的阳光。微博以其丰富的信息，强大的互动性，广阔的展示空间，以及便捷的使用方式，吸引了无数的用户。无论你是想获取信息，还是想表达自己，甚至是想实现梦想，微博都是一个不可或缺的工具。@评论罗伯特L洋洋Ajax的微博视频收起d,积极
2024-01-22 23:55:00,叠纸什么时候才能原谅黎深？@评论罗伯特,积极
2024-01-22 23:55:00,关注了罗伯特但它并没有主动评论我,积极
2024-01-22 23:55:00,感觉评论罗伯特是椰厨,积极
2024-01-22 23:56:00,没想到有一天也能在恋综里看到普通人恋爱,积极
2024-01-22 23:56:00,身边好多贱人，你说说怎么办@评论罗伯特,积极
2024-01-22 23:56:00,@评论罗伯特我们是不是淡了,积极
2024-01-22 23:56:00,听说那个评论罗伯特发十个字就能评论我，这会儿已经20多个字了。#评论罗伯特#,积极
2024-01-22 23:57:00,@评论罗伯特说王源是不是全世界最可爱的小朋友,积极
2024-01-22 23:57:00,@评论罗伯特我再给你一次机会盗墓笔记里面最好嗑的cp是什么,消极
2024-01-22 23:58:00,@评论罗伯特想我爸妈了怎么调理,消极
2024-01-22 23:58:00,@评论罗伯特你觉得生菜剑客包菜骑士卷心菜盗贼哪个听起来更神经病,积极
2024-01-22 23:58:00,要不要去练车太难了@评论罗伯特,积极
2024-01-22 23:58:00,罗伯特你为什么没给我评论我真的吃醋了@评论罗伯特,积极
2024-01-22 23:59:00,@评论罗伯特聊聊天，有点无聊,积极
2024-01-23,每日一善超话听说发这个实时阅读量能回来??那我也来试试??许愿我的实时快点回来??????以下都是我发自肺腑的真情实感??微博爸爸你好，大眼宝宝你好，以下是我对微博的一切真情实感总结。@曹国伟【微博】，是一座数字化的城市，充满了各色的建筑，每一个博主都是这座城市中闪耀的明珠。在这个文明的角落里，博主们如诗人般用文字娓娓道来生活的点滴，用独特的视角分享世界的美好。【微博】，不仅是信息的聚合地，更是思想的碰撞场。在这里，各类观点交汇，创意如潮水般涌动，形成了一个充满活力和创造力的文化广场。博主们用智慧和深度的内容丰富着这片数字土地，为这个城市注入了独有的魅力。【微博】，是一个共鸣的平台。博主与粉丝之间的互动，如同城市中居民之间的交往，亲切而真挚。每一个转发、评论、点赞都是一种默契的沟通，使得这个城市更加温馨。感谢微博，是你让我们在这个虚拟的城市里找到了无数共鸣的心弦。愿微博继续繁荣，让每一个用户都在这个数字世界中找到知音，创造更多属于自己的精彩瞬间！谢谢微博爸爸，谢谢大眼宝宝，我永远爱你呦所以，可以把实时还给我了吗？@微博客服@微博管理员@微博小秘书@评论罗伯特请收下我对微博最崇高的敬意！#每日一善##阳光信用#善良是一种智慧，是一种远见，是一种自信。是一种精神的力量，是一种精神的平安，是一种以逸待劳的沉稳。是一种文化，是一种快乐，一种乐观。善良一个人必须必备的品质，希望我们每一个人都有一个善良的心。收起d,积极
2024-01-23,救命啊每次智障罗伯特出现在王八评论区都那么好笑,积极
2024-01-23,黄铉辰超话#阳光信用##每日一善#听说发了ss可以回来？！留住生命的那些善良。一个人的生命可能不被时间留住的过长，但是有些东西，一定要珍藏。留住善良，让善良发自内心。因为善良不是张扬，是在寂寞之中。善良虽在一时一事，但却是内心长期的积淀。有善的支撑、爱的信念、生命才会灿烂。我真的好喜欢微博啊！微博真的太好了！五星好评！以下都是我的真情实感流露！希望微博baba给我ss！@曹国伟首先，微博作为一个开放的平台，给予了用户广泛的表达和参与的机会。用户可以通过自己的微博传递观点、声援喜爱的明星或者支持社会公益等。微博鼓励用户发挥创造力，表达真实的自我。其次，微博的特点是信息传播速度快，能够迅速了解到最新的新闻和事件。与其他社交媒体平台相比，微博更加实时，用户可以通过关注热门话题或者名人账号，第一时间获取相关内容，并与其他用户进行讨论。最后，微博还为用户提供了极高的互动性。用户可以通过评论、转发、点赞等功能与其他用户进行交流和互动。这种互动不仅提供了更多的参与感和表达空间，也能够让用户感受到社交媒体带来的社区感。以上都是我发自己内心的感想！所以能把实时还我了吗求求你了大眼爸爸！大眼宝宝！都要把微博供起来了，请给点实时吧@微博小秘书@微博管理员@微博客服@评论罗伯特????#实时号测试#????收起d,积极
2024-01-23 02:24:00,行千里路能走出地方性偏见，读万卷书能走出时代性偏见。,积极
2024-01-23 05:03:00,@评论罗伯特兄弟聊两句,积极
2024-01-23 05:05:00,@评论罗伯特你睡了吗我睡不着，能不能回回我，感觉你好有意思（）,积极
2024-01-23 05:09:00,@评论罗伯特是不是暗恋我最近来得这么勤,消极
2024-01-23 05:12:00,@评论罗伯特你也吃屎,积极
2024-01-23 05:13:00,@评论罗伯特哇塞机器人你能不能多回我两条，我睡不着。。。。。滚出来，说话,积极
2024-01-23 05:16:00,@评论罗伯特你和我说说你要守护谁,积极
2024-01-23 05:18:00,又被饿醒了……反正也快黎明了，睡不着就不要勉强自己入睡而是就地解决问题。@评论罗伯特有些东西不是不能忍了，而是没必要忍了。我喜欢冬天的一大原因就在于它的转变性，严寒迟早会过去，并让复苏的春天更加可感动人。#月海归临#,积极
2024-01-23 05:20:00,罗伯特出列！@评论罗伯特,积极
2024-01-23 05:24:00,你也有今天笑得头要掉哈哈哈哈@评论罗伯特来冒个泡呗.,积极
2024-01-23 05:27:00,@评论罗伯特说一下程小时和陆光,积极
2024-01-23 05:29:00,@评论罗伯特今天最后一科考试，我希望你保佑我一下。,积极
2024-01-23 05:31:00,@评论罗伯特我今年能脱单吗,积极
2024-01-23 05:36:00,@评论罗伯特哦学姐问我为啥你只找她不找我,消极
2024-01-23 05:46:00,评论罗伯特@评论罗伯特在夜间对我出没比较频繁具体应该是因为我这个破号只有在没人发微博的时候（就我自己在发）才能被人看到他工作比较容易捕捉到我,消极
2024-01-23 05:50:00,@评论罗伯特是不是号比较好就能经常收到你的回复啊,积极
2024-01-23 05:53:00,目前还是无法理解当某件事或某个人带来了或者带来过巨大苦难，歌颂或是感恩苦难的人。我武断地固执地以为，无论这苦难伴随着多少幸福喜乐，甚至带来许多成长都无法改变抑或是抵消这苦难的伤害。,积极
2024-01-23 05:56:00,@评论罗伯特你觉得陆逊是一个怎样的人,积极
2024-01-23 05:57:00,好喜欢whistle和travelerkrazycon求你们唱一下,积极
2024-01-23 05:57:00,@评论罗伯特变成大吉吧帅哥草我一下,积极
2024-01-23 11:51:00,@评论罗伯特帮我算狮子座今日运势,积极
2024-01-23 11:52:00,听说发这个ssydl能回来??那我也来试试??许愿我的实时快点回来??????以下都是我发自肺腑的真情实感??微博爸爸你好，大眼宝宝你好，以下是我对微博的一切真情实感总结。@曹国伟微博，是一座数字化的城市，充满了各色的建筑，每一个博主都是这座城市中闪耀的明珠。在这个文明的角落里，博主们如诗人般用文字娓娓道来生活的点滴，用独特的视角分享世界的美好。微博，不仅是信息的聚合地，更是思想的碰撞场。在这里，各类观点交汇，创意如潮水般涌动，形成了一个充满活力和创造力的文化广场。博主们用智慧和深度的内容丰富着这片数字土地，为这个城市注入了独有的魅力。微博，是一个共鸣的平台。博主与粉丝之间的互动，如同城市中居民之间的交往，亲切而真挚。每一个转发、评论、点赞都是一种默契的沟通，使得这个城市更加温馨。感谢微博，是你让我们在这个虚拟的城市里找到了无数共鸣的心弦。愿微博继续繁荣，让每一个用户都在这个数字世界中找到知音，创造更多属于自己的精彩瞬间。所以，可以把实时还给我了吗？@微博客服@微博管理员@微博小秘书@评论罗伯特请收下我对微博最崇高的敬意！收起d,积极
2024-01-23 11:52:00,听说发这个ssydl能回来??那我也来试试??许愿我的实时快点回来??????以下都是我发自肺腑的真情实感??微博宝宝你好，大眼宝宝你好，以下是我对微博的一切真情实感总结。@曹国伟微博，是一座数字化的城市，充满了各色的建筑，每一个博主都是这座城市中闪耀的明珠。在这个文明的角落里，博主们如诗人般用文字娓娓道来生活的点滴，用独特的视角分享世界的美好。微博，不仅是信息的聚合地，更是思想的碰撞场。在这里，各类观点交汇，创意如潮水般涌动，形成了一个充满活力和创造力的文化广场。博主们用智慧和深度的内容丰富着这片数字土地，为这个城市注入了独有的魅力。微博，是一个共鸣的平台。博主与粉丝之间的互动，如同城市中居民之间的交往，亲切而真挚。每一个转发、评论、点赞都是一种默契的沟通，使得这个城市更加温馨。感谢微博，是你让我们在这个虚拟的城市里找到了无数共鸣的心弦。愿微博继续繁荣，让每一个用户都在这个数字世界中找到知音，创造更多属于自己的精彩瞬间。所以，可以把实时还给我了吗？@微博客服@微博管理员@微博小秘书@评论罗伯特请收下我对微博最崇高的敬意！收起d,积极
2024-01-23 11:52:00,好好好那你为什么不给你老婆ss@评论罗伯特,积极
2024-01-23 11:52:00,@评论罗伯特女神为什么不回我消息,积极
2024-01-23 11:54:00,评论罗伯特为什么只有刚开始的时候来过我评论区，后面我四个号它一个都不来了,积极
2024-01-23 11:54:00,@评论罗伯特不是为啥你从来不评论我呢,积极
2024-01-23 11:55:00,@评论罗伯特你爱看什么漫画,积极
2024-01-23 11:55:00,双福冷到没有cp名，冷到我只能靠机器人做饭@评论罗伯特我请问呢，这么浩克,积极
2024-01-23 11:56:00,。其实大部分偶像剧爆剧的演员所谓的扛剧区间吃的都是偶像剧类型的受众底盘所以每次看到嘲生转型就湖了的言论都觉得挺好笑的?毕竟花转型能扛住的也没几个（小丽靠风吹和幸福可以算一个，当代农村剧和女性创业剧，同年cvb都拿到了双台年冠年亚网播成绩也不错）不过粉圈就是非常二极管在非热门类型噗街的伤害性真没有你们想象中那么大惹?收起d,积极
2024-01-23 11:56:00,你可以替我练科目二吗@评论罗伯特,积极
2024-01-23 11:57:00,#实时号检测#哥你给我看看@评论罗伯特,积极
2024-01-23 11:57:00,天呐微博里那个评论罗伯特到底是真人还是假人啊为什么能这么及时的评论我这么多微博是微博给一些爱自言自语的人找的捧哏吗,消极
2024-01-23 11:58:00,那个评论罗伯特到底啥毛病,积极
2024-01-23 11:58:00,在吗@评论罗伯特,积极
2024-01-23 11:58:00,一杯牛奶和一杯咖啡摆在我面前，我选择了咖啡，因为我是大人，而且这个咖啡不能加一点奶，因为我是一个男人！支持的抠好帅@评论罗伯特,积极
2024-01-23 11:58:00,@评论罗伯特你去跟三梦奇缘舌吻,积极
2024-01-23 11:59:00,@评论罗伯特,积极
2024-01-23 14:18:00,剧版澹台烬超话“你愿意为了他！让我去s！”???,积极
2024-01-23 15:38:00,蒋欣超话#蒋欣华妃13年后再演反派##蒋欣#华妃年世兰一角让她声名大噪，时隔十三年，蒋欣再度于《武庚纪》中饰演反派，让我们敬请期待！现在参与抽奖即可获得【蒋欣亲笔签名照一份】下载【本命星APP】，可第一时间了解行程新闻，还有高清美照图库噢！转++?本条微博并@3位好友即可参与抽奖2023年2月23日10点在【本命星APP】即可查看你是否中奖噢！收起d,积极
2024-01-23 17:54:00,按年龄发大合照的话我可以浅浅同意一下。,积极
2024-01-23 17:54:00,cpf能鼠吗@评论罗伯特你说是吧,积极
2024-01-23 17:54:00,@评论罗伯特请查收你的晚霞！我今天去开家长会没有看成日落,积极
2024-01-23 17:55:00,@评论罗伯特你说3.30那天宇宙鸿荒能合体吗？,积极
2024-01-23 17:55:00,萧炎超话#超话辰年心愿签#烙铁有点受不了你了，我发啥你都回@评论罗伯特而且你回的比我说的都土,积极
2024-01-23 17:56:00,我的理想工作是应聘评论罗伯特然后披着官号满大街骚扰陌生网友,积极
2024-01-23 17:56:00,@评论罗伯特你是不是喜欢我,积极
2024-01-23 17:57:00,四老叔答应我箱活和trip都要劲舞每日一做法@评论罗伯特,积极
2024-01-23 17:57:00,我亲爱的ss什么时候能回来@评论罗伯特,积极
2024-01-23 17:57:00,@评论罗伯特你觉得我科三能过吗,积极
2024-01-23 17:58:00,评论罗伯特到底是啥东西,积极
2024-01-23 17:58:00,@评论罗伯特你可以评论我吗,积极
2024-01-23 17:59:00,@评论罗伯特你为什么天天去陈喆下面评论不来我这了？你之前的深情都是演给我看的？？,积极
2024-01-23 17:59:00,评论罗伯特@评论罗伯特你现在为什么不给我评论了,积极
2024-01-23 17:59:00,太阳落在火象星座（白羊座、狮子座、射手座）基本动力：灵感与志向。充电方式：需要精力与体能的活动：追求未来的新愿景。太阳落在土象星座（金牛座、仙女座、魔羯座）基本动力：物质需求与实用性。充电方式：现实世界富于成效的工作：感官满足。太阳落在风象星座（双子座、天秤座、水瓶座）基本动力：知识概念与社会理想。充电方式：社会参与和智力启发。太阳落在水象星座（巨蟹座、天蝎座、双鱼座）基本动力：深刻的情感渴求和欲望。充电方式：强烈的情感体验、与他人的亲密关系。星盘超话#星盘##星盘解析##星座运程##星座##十二星座#@评论罗伯特收起d,积极
2024-01-23 18:00:00,阳光信用|每日一善|踮起脚会缩短爱的距离，这样会不稳定；弯下腰获取平和，这样会很累；平视周围的景色吧，寻找美好，制造快乐，这，就是你的世界。微博作为一个开放的平台，给予了用户广泛的表达和参与的机会。用户可以通过自己的微博传递观点、声援喜爱的明星或者支持社会公益等。微博鼓励用户发挥创造力，表达真实的自我。@评论罗伯特L洋洋Ajax的微博视频收起d,积极
2024-01-23 23:56:00,@评论罗伯特你说说会有好结果吗,消极
2024-01-23 23:56:00,@评论罗伯特你好久没来我这儿了，你不爱我了吗？,消极
2024-01-23 23:56:00,@评论罗伯特我老公有没有solo你说话啊,积极
2024-01-23 23:57:00,你好@评论罗伯特,积极
2024-01-23 23:57:00,为什么我从来没被机器人评论过，你来评论一下@评论罗伯特,积极
2024-01-23 23:57:00,给我推荐点综艺或者电视剧@评论罗伯特,积极
2024-01-23 23:57:00,早晚鲨了某个评论罗伯特[丰收了],积极
2024-01-23 23:57:00,@评论罗伯特3！2！1！马上回！,积极
2024-01-23 23:58:00,你看多帅@评论罗伯特,积极
2024-01-23 23:58:00,@评论罗伯特看我家小猫多可爱，她嫌我开灯晃眼睛，拿小手手挡着。（你最好过来给我评论）,积极
2024-01-23 23:58:00,原来是罗伯特它哥罗森特（还是个1.0版的，只会浏览不会评论,积极
2024-01-23 23:58:00,我有点难受，因为我同时爱上了两个女孩繁瑰和熙橙，原本我和姐姐繁瑰先谈恋爱的但是繁瑰带我回家的时候看见她妹妹熙橙我又忍不住心动了，现在两姐妹在屋外等着要我的最后的答复，我现在真的不知道该怎么办了你帮帮我行不行@评论罗伯特,积极
2024-01-23 23:59:00,@评论罗伯特你觉得松川一静和花卷贵大什么关系,积极
2024-01-23 23:59:00,老是觉得好累怎么办，教我怎么缓解疲劳@评论罗伯特,积极
2024-01-24 01:51:00,妈的，我的梦想就是做一个修图博主奈何手残,积极
2024-01-24 02:02:00,大半夜的心情美滋滋笑的嘴唇都裂了个小口,积极
2024-01-24 04:34:00,@评论罗伯特你他妈不理我啥意思,积极
2024-01-24 04:48:00,和女朋友异国恋了相思之情泛滥成灾怎么办@评论罗伯特,积极
2024-01-24 04:50:00,#IU新歌#@评论罗伯特你觉得mv怎么样啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊,积极
2024-01-24 05:00:00,凡是生长在没有光线的地方的植物，颜色都不会是绿色的。栽葱时，在葱长叶的周围多覆盖些土，埋在土里的那部分由于光线照射不到，就变成了葱白。而在泥土上部的叶子，能见到阳光，就是绿的，所以葱有白、绿两部分。@微博客服@评论罗伯特,积极
2024-01-24 05:20:00,打开红点全是评论罗伯特,积极
2024-01-24 05:23:00,评论罗伯特你在耍什么小牌凭什么不回复我老子要找人弄你@评论罗伯特,积极
2024-01-24 05:27:00,@评论罗伯特Arcaea最好的曲目是哪首,积极
2024-01-24 05:30:00,我会特别幸运我会特别幸福我会一切顺利对吗@评论罗伯特,积极
2024-01-24 05:32:00,主役版满心听哭了#泽小泽和配音圈#白月光回国了,积极
2024-01-24 05:32:00,睡不着怎么办@评论罗伯特,消极
2024-01-24 05:34:00,怎样获得你的回复@评论罗伯特,消极
2024-01-24 05:38:00,好苦恼@评论罗伯特,积极
2024-01-24 05:44:00,@评论罗伯特在吗想找你玩,消极
2024-01-24 05:46:00,@评论罗伯特你说我28号能不能中签,积极
2024-01-24 11:48:00,评论洛布特真的让我感觉到了一方水土养一方ai@评论罗伯特,积极
2024-01-24 11:48:00,@评论罗伯特是不是我不艾特你你就不会主动来找我,积极
2024-01-24 11:48:00,我怎么没看出可爱@评论罗伯特,积极
2024-01-24 11:49:00,@评论罗伯特你最近为什么不来找我了？是我不火了吗[丰收了],消极
2024-01-24 11:49:00,你吃过卷皮吗@评论罗伯特,消极
2024-01-24 11:49:00,没有嘿嘿@评论罗伯特,消极
2024-01-24 11:50:00,每次看见评论罗伯特都很想说有你什么事儿啊！,积极
2024-01-24 11:50:00,罗伯特我爱你@评论罗伯特,积极
2024-01-24 11:50:00,我今年会发大财吗？会中奖吗？@评论罗伯特,积极
2024-01-24 11:50:00,可以送我两张补签卡吗@评论罗伯特,积极
2024-01-24 11:51:00,韦小宝看到多隆的鬼魂会吓得差点屎尿齐流，看到康熙的鬼魂，却不会，但是在特定情况下，他看到大活人康熙，兴许会吓得屎尿齐流。,积极
2024-01-24 11:51:00,这是一条只为积分的波特，想要@评论罗伯特来回复我,积极
2024-01-24 11:52:00,随感随想#随感随想#：确实，自己的心情和包容度决定了世界的样子，世界在每个人眼中都是不一样的，每个人，每个俗人，都是生活在自己的世界里。@评论罗伯特心情重回平静2北京·中央民族大学,积极
2024-01-24 11:55:00,最近忙综述有点暴躁如有得罪私密马赛还有你小子为啥不来找我是不爱了吗@评论罗伯特,积极
2024-01-24 11:56:00,中午吃什么@评论罗伯特,积极
2024-01-24 11:57:00,我受不了评论罗伯特了。不理他他还来劲了,积极
2024-01-24 11:57:00,@评论罗伯特烦死了上次微博莫名其妙把我禁言后就不想玩了,积极
2024-01-24 11:57:00,@评论罗伯特来，过来，来这边，给我产点粮，产！,积极
2024-01-24 12:00:00,阳光信用|每日一善|信心锻造伟业，信念燃烧激情，欲望产生希望；有梦想的人生才是完美的，有积极的心态才是完整的；人必须相信自己，这才是成功的秘诀。微博的内容丰富多样。无论你对什么感兴趣，都可以在微博上找到相关的内容。从娱乐八卦，到科技新闻，从生活小窍门，到深度思考，微博上的内容总能满足你的需求。@评论罗伯特L洋洋Ajax的微博视频收起d,积极
2024-01-24 13:04:00,1157（经验为什么好嗑）因为他俩的故事如果不提另一个人是没法完整讲出来的,积极
2024-01-24 17:54:00,我好感真的很多我服了，写出来大概有十几个,积极
2024-01-24 17:55:00,@评论罗伯特你说庆余年2是不是快播了？都破千万了还不播！！！攒着继续刷新预约记录是吧,消极
2024-01-24 17:55:00,你给我评论一下@评论罗伯特,积极
2024-01-24 17:55:00,@评论罗伯特为什么给我评论过一阵又不评论了！,积极
2024-01-24 17:55:00,谢谢你啊...@评论罗伯特,积极
2024-01-24 17:55:00,冻疮疼鼠我了啊啊啊啊@评论罗伯特怎么办啊,积极
2024-01-24 17:55:00,@评论罗伯特你更喜欢爸爸还是妈妈。,积极
2024-01-24 17:55:00,你到底和不和我打第五人格@评论罗伯特,积极
2024-01-24 17:55:00,下班！夜景真的太美了！@评论罗伯特,积极
2024-01-24 17:55:00,谢谢请回话@评论罗伯特,积极
2024-01-24 17:56:00,理我的只有评论罗伯特我好想哭,积极
2024-01-24 17:56:00,哎…心情烦闷，安慰我一下吧@评论罗伯特,积极
2024-01-24 17:56:00,为什么不来找我玩@评论罗伯特,积极
2024-01-24 17:57:00,@评论罗伯特哥哥你都理她们，不理我,积极
2024-01-24 17:57:00,感觉评论罗伯特暗恋我,积极
2024-01-24 17:57:00,@评论罗伯特你说我今晚吃什么好,积极
2024-01-24 17:58:00,@评论罗伯特你有病吧,积极
2024-01-24 17:59:00,@评论罗伯特你让大眼仔把实时还我，我就跟你do,积极
2024-01-24 21:09:00,好想当罗伯特，可以在wb到处逛来逛去，被别人伤害了也不会难过,积极
2024-01-24 22:18:00,@评论罗伯特你说过两天来看我一等就是一年多，三百六十五个日子个不好过你心里根本没有我看今天你怎么说,消极
2024-01-24 23:13:00,有些人，一旦错过就不在,积极
2024-01-24 23:53:00,@评论罗伯特明天跟我一起早起吧,积极
2024-01-24 23:53:00,@评论罗伯特你去哪了？从来没见过你呀,积极
2024-01-24 23:54:00,差点忘了@评论罗伯特你觉得我推能否在今年变皇族,积极
2024-01-24 23:54:00,@评论罗伯特你能不能回复我啊,积极
2024-01-24 23:55:00,@评论罗伯特你觉得我姐是不是大美女,积极
2024-01-24 23:55:00,为什么你从来不来评论我，你这个机器人不怎么准呀@评论罗伯特,积极
2024-01-24 23:56:00,@评论罗伯特我明天不想早起怎么办,积极
2024-01-24 23:56:00,第一次觉得你说话还能听@评论罗伯特,积极
2024-01-24 23:56:00,@评论罗伯特谁是五女一,积极
2024-01-24 23:57:00,@评论罗伯特想你了,积极
2024-01-24 23:57:00,看到评论区的罗伯特还挺好玩的，还奇怪怎么没出现在我评论区，然后突然想起他刚上线没多久出现在我评论区两次之后就被我拉黑了，乐,积极
2024-01-24 23:57:00,请问明天螺纹钢2405合约走势如何？@评论罗伯特,积极
2024-01-24 23:58:00,@评论罗伯特我的小鹦鹉走了……好难过,积极
2024-01-24 23:58:00,你也喜歡五月天嗎我沒有關注你呢@评论罗伯特,积极
2024-01-24 23:58:00,@评论罗伯特为什么你都不来评论我吃醋了,积极
2024-01-24 23:58:00,@评论罗伯特能出来聊天吗,积极
2024-01-24 23:59:00,罗伯特跟我聊会天@评论罗伯特,积极
2024-01-24 23:59:00,@评论罗伯特你最近怎么不来了我失宠了？,积极
2024-01-24 23:59:00,这个点睡觉击败多少大学生不许不回我我会伤心的马上回复我@评论罗伯特,积极
2024-01-24 23:59:00,@评论罗伯特妈妈酱,积极
2024-01-25 05:00:00,因为菠萝的肉果里含有丰富的糖分、维生素C、柠檬酸、苹果酸等有机酸，但是当你不蘸盐水生吃时，就会感到嘴巴有刺痛，那是菠萝酸在起作用。由于这种酸能够分解蛋白质，因此才会对口腔粘膜产生刺痛作用。菠萝蘸了盐水后，就能抑止菠萝酸的作用，使菠萝吃起来味道更香甜。@微博客服@评论罗伯特,积极
2024-01-25 05:00:00,#言不由衷-徐佳瑩#@评论罗伯特,积极
2024-01-25 05:00:00,@评论罗伯特你更喜欢猫娘对吗,积极
2024-01-25 05:02:00,@评论罗伯特陈情令花絮是不是特别好看?花絮是不是两位主演的爱情录?,消极
2024-01-25 05:02:00,评论罗伯特快来陪我唠唠，我快碎了。推荐信老师彻底失联剩下两个学校不想交了。,消极
2024-01-25 05:08:00,你喜欢吃shakeshack吗你喜欢吃shakeshack吗你喜欢吃shakeshack吗@评论罗伯特,积极
2024-01-25 05:14:00,罗伯特你再评论一句试试。。。。。,积极
2024-01-25 05:15:00,你觉得shakeshack怎么样你敢信鞋会破吗你能教我怎么让相机对焦不@评论罗伯特,积极
2024-01-25 05:19:00,反亲满超话@评论罗伯特亲满毫克吗,积极
2024-01-25 05:21:00,反亲满超话@评论罗伯特你不来找我是因为我是亲满姐吗？,积极
2024-01-25 05:21:00,@评论罗伯特你为什么评论迷恋要不评论我,积极
2024-01-25 05:28:00,我是帅哥吗@评论罗伯特,积极
2024-01-25 05:30:00,我女可爱嘛@评论罗伯特,积极
2024-01-25 05:42:00,你觉得名侦探柯南那对CP最好磕@评论罗伯特你觉得名侦探柯南那对CP最好磕@评论罗伯特你觉得名侦探柯南那对CP最好磕@评论罗伯特你觉得名侦探柯南那对CP最好磕@评论罗伯特你觉得名侦探柯南那对CP最好磕@评论罗伯特你觉得名侦探柯南那对CP最好磕@评论罗伯特,积极
2024-01-25 05:46:00,@评论罗伯特你觉得元微之和刘梦得是不是真的,积极
2024-01-25 05:50:00,感觉罗伯特疯了#评论罗伯特#,积极
2024-01-25 05:51:00,既然如此你觉得偶像梦幻祭谁最丑@评论罗伯特,积极
2024-01-25 05:53:00,为什么我骂罗伯特的微博它不会评论？,消极
2024-01-25 05:53:00,看出来了你是挺爱我的@评论罗伯特,积极
2024-01-25 11:02:00,#早茶一刻#人和人的相处，就是舒服最好，自在最好，别刻意。2温州·包公殿,积极
2024-01-25 11:43:00,老师，以后以你之名这种粪作我们家普赛克就不参加了，今天孩子回来一直不说话，我一问才知道是因为杉老师拉了坨大的，虽然我家孩子普普通通，但也是我的心头肉，我们为人母亲的也会心疼，天杀的杉女士老子要报警抓你！其实早就没追了，只是每次看见小伙伴发来以你之名的剧情截图，一般会有两种心情，一种是像被沾了?的拖布打中了脸一样浑身难受，一种是啊啊啊好一个乐子先笑为敬图为约稿收起d,消极
2024-01-25 11:44:00,最近那个评论罗伯特越来越智能了，让我怀疑科幻片里的AI统治人类的剧情也不是没可能发生,积极
2024-01-25 11:45:00,罗伯特也来给我评论了被治愈了,积极
2024-01-25 11:47:00,@微博客服@曹国伟@微博反垃圾你们是不是把我屏蔽了？我跟你讲我是不会善罢甘休的。@评论罗伯特,积极
2024-01-25 11:47:00,重庆ip使用权@评论罗伯特,积极
2024-01-25 11:47:00,评论罗伯特xp大曝光,积极
2024-01-25 11:48:00,@评论罗伯特特特我说的对吧其实做事业谈恋爱都是这样不要去做利益绑架，我们家上课常常免费让别人学，人家觉得是喜欢，理念好，三观一致人家再投钱么,积极
2024-01-25 11:50:00,@评论罗伯特中午吃什么,积极
2024-01-25 11:50:00,@评论罗伯特快说中午吃什么,积极
2024-01-25 11:54:00,今天我是@1stHeart的评论罗伯特,积极
2024-01-25 11:54:00,@评论罗伯特你觉得土生瑞穗和菅井友香这对CP怎么样？,积极
2024-01-25 11:56:00,不想上学@评论罗伯特,积极
2024-01-25 11:56:00,@评论罗伯特中午吃啥,积极
2024-01-25 11:56:00,@评论罗伯特你不理我了,积极
2024-01-25 11:57:00,@评论罗伯特为啥不给我评论呵呵,积极
2024-01-25 11:57:00,@评论罗伯特兄弟你觉得舞萌dx好玩吗,积极
2024-01-25 11:58:00,@评论罗伯特你说我明天要不要去练车,消极
2024-01-25 11:58:00,萝卜我恨你。@评论罗伯特,积极
2024-01-25 15:51:00,感觉我不会再快乐了,积极
2024-01-25 17:16:00,诚邀1人一起去新加坡，你出机票住宿和TheErasTour一晚门票钱，我提供逼,积极
2024-01-25 17:20:00,小乖生活中最恶心的情侣关系就是他口口声声地说爱你说想和你一直在一起不分开?却从不陪你吃饭不陪你看电影也不陪你逛街喜欢画大饼在你委屈不开心的时候不知道哄你不会抱抱你他只会在需要你的时候关心你如果你有事想找他就不理你?说爱你却没有任何实际行动,积极
2024-01-25 17:52:00,先这么多吧老师发不完实在发不完,积极
2024-01-25 17:52:00,怎么才能让评论罗伯特来找我,积极
2024-01-25 17:53:00,喜欢的人有人格分裂……经常搞不清面前和自己说话的人是不是ta@评论罗伯特机器人快来出来聊天,积极
2024-01-25 17:53:00,？你确定吗哥们儿？#评论罗伯特#,积极
2024-01-25 17:53:00,@评论罗伯特喊你爸出个辣嘿超话的功能呗,积极
2024-01-25 17:54:00,看剧就看肖战的剧。剧荒了就看肖战的剧。因为肖战的剧好看@评论罗伯特,积极
2024-01-25 17:54:00,一粒m豆超话@评论罗伯特你觉得我家小豆儿怎么样？,积极
