发布时间,微博内容,情感倾向
2024-03-19 17:54:00,@评论罗伯特,积极
2024-03-19 17:55:00,@评论罗伯特宝宝你为什么不评论我,积极
2024-03-19 17:55:00,杨幂超话#哈尔滨一九四四过审#哈哈哈哈，到处评论的罗伯特也期待，我懂你的意思，意思就是又期待哈尔滨，又期待火锅,积极
2024-03-19 17:56:00,@评论罗伯特好无聊给我打点钱玩玩,积极
2024-03-19 17:57:00,坚持一下熬过去就好了@评论罗伯特,积极
2024-03-19 17:57:00,你在干啥？你在干啥？你在干啥？？？？你为什么不理我？@评论罗伯特,消极
2024-03-19 17:57:00,我爱你，亲爱的姑娘～@评论罗伯特,积极
2024-03-19 17:57:00,罗伯特你怎么还不来给我评论,积极
2024-03-19 17:58:00,罗伯特你不许来我评论区,积极
2024-03-19 17:58:00,@评论罗伯特,积极
2024-03-19 17:59:00,看罗伯特会不会评论我,积极
2024-03-19 17:59:00,小罗伯特我好想你你想我吗@评论罗伯特,积极
2024-03-19 20:07:00,#花间令低开高走#我发现，这剧确实是女主讨论度最高，因为不管是哪个演员的词条下面，都离不开骂女主....所以实际上的观众是两派:喜欢女主的和虐恋女主的,积极
2024-03-19 21:30:00,望楼金色华、耀眼迷归路……,积极
2024-03-19 23:39:00,【DZ夜话】?这是一个新栏目，不定期更新。我和我老公在晚饭后，经常做得一件事就是在小区??里遛弯。有一次我们走了园里的一条小路，路灯没有亮。风吹着树，声音婆娑，两边的草坪黑漆漆的，对面是矮灌木。我拉着他的手还是有点害怕，“你说会不会有啥突然冒出来吓着咱们?”我老公说:“能有啥，有的话，也不可能吓着我。只会吓你。”我以为他是指自己个子高有力气，我说:“应该不会，我这么善良美丽。”老公说:“我还是一个可爱宝宝呢。”当时我愣住了，没想到他会说可爱宝宝四个字，然后我看着高出我差不多一个头的长度旁边的人，想着可爱宝宝，大笑不止。就这样我们走过了这条黑漆漆的小路，我的害怕也随着风飘散了。很多时候，两个人在一起，就是在简单的日常，如果有一个人给出了和以往不一样的反应，那也是很有趣的，所以我会经常记录我们俩的搞笑瞬间。晚安奥奥?，晚安大哥?，晚安大家。收起d,积极
2024-03-19 23:49:00,cat＆dog真的是个特别特别萌的歌,积极
2024-03-19 23:56:00,wb上的人形形色色，只有评论罗伯特是真的傻比,积极
2024-03-19 23:56:00,@评论罗伯特五条悟是不是最帅,积极
2024-03-19 23:56:00,准备收拾收拾和罗伯特谈恋爱了@评论罗伯特,积极
2024-03-19 23:56:00,哈哈，突然觉得评论罗伯特还挺好的，自己碎碎念的时候看见来自罗伯特的评论robot回应我。,积极
2024-03-19 23:56:00,你给我分析现在左奇函杨博文呗@评论罗伯特,积极
2024-03-19 23:57:00,嗯嗯来来的宣传特别好今天好几个朋友来问我追风者相关了,积极
2024-03-19 23:57:00,评论罗伯特你是人么你就说说说对说的就是你,积极
2024-03-19 23:57:00,不要来我的微博了，不欢迎你@评论罗伯特,积极
2024-03-19 23:58:00,@评论罗伯特出来跟我打一架,积极
2024-03-19 23:58:00,@评论罗伯特恋爱dd,积极
2024-03-19 23:58:00,哈喽～罗伯特我就是想知道你为啥不评论我呀（试一试艾特你会不会评论我）@评论罗伯特,积极
2024-03-19 23:58:00,我感觉@评论罗伯特暗恋我,积极
2024-03-19 23:58:00,心中的愤懑和不甘在一点点的消解，不是理解，不是原谅，只是无助，只是别无他法罢了。看呐，生活不止于此！今天收到了很多的关心和支持，看了外面的风景，做了自己喜欢的事情，就这样吧@评论罗伯特,积极
2024-03-19 23:59:00,罗伯特进化了，现在不止会评论还会回复了，下一步再改个id换个头像，渣浪再批量投放，以后跟你互动的都不知道是人是鬼,积极
2024-03-19 23:59:00,边伯贤是1@评论罗伯特,积极
2024-03-19 23:59:00,靠北啊失恋就在一瞬间@评论罗伯特,积极
2024-03-19 23:59:00,困了???@评论罗伯特,积极
2024-03-20,主打一个回忆杀。对了，今天@评论罗伯特会不会来？,消极
2024-03-20 03:58:00,勿以善小而不为，对于我们这些平常人来说，要生起这种不忍怜悯的悲心，首先要让自己完全地去爱别人，且爱他人胜过爱自己，我们才有办法生起这样强烈的大悲心。有了这样的爱心，人与人将会相处得更加融洽、和谐，世界也将会变得更加美好。,积极
2024-03-20 04:31:00,#邓为仙台有树#?#邓为苏易水#评论员罗伯特好像很喜欢我们邓为呢@邓为D,积极
2024-03-20 04:36:00,罗伯特你在吗？@评论罗伯特,消极
2024-03-20 04:39:00,今晚看了第一季13-25第二季-14我好恐怖,积极
2024-03-20 04:40:00,评论罗伯特好吵啊，给他屏蔽了,积极
2024-03-20 04:53:00,咸阳城东楼唐许浑一上高城万里愁，蒹葭杨柳似汀洲。溪云初起日沉阁，山雨欲来风满楼。鸟下绿芜秦苑夕，蝉鸣黄叶汉宫秋。行人莫问当年事，故国东来渭水流。@评论罗伯特,积极
2024-03-20 04:54:00,罗伯特你可以暂时别评论吗。,积极
2024-03-20 05:09:00,评论罗伯特能不能来评论我一次,积极
2024-03-20 05:26:00,叫你老板给我一个稳定的时时，可以吗？！@评论罗伯特@评论罗伯特,积极
2024-03-20 05:37:00,这个地方每天晚上打球的人不少有些岁数看起来不小了经常运动的人身材结实2海口,积极
2024-03-20 05:41:00,恭喜我已经能听出来sickomode是trap了??虽然是因为感觉不是boombap然后发的时候drill好像还没火,积极
2024-03-20 05:50:00,鸣人老公是谁@评论罗伯特,积极
2024-03-20 05:52:00,@评论罗伯特。，,积极
2024-03-20 05:53:00,投稿002@评论罗伯特张起灵会如何向吴邪表白萝卜头??:张起灵可能不会向吴邪表白，因为他比较沉默寡言。,积极
2024-03-20 05:55:00,你睡了吗@评论罗伯特,积极
2024-03-20 10:49:00,北京市西城区白纸坊西街:一个两只装小号高脚杯盒子。#非遗##静云轩夜光杯##说走就走的旅行##大学生活##国宝##原创##不止旅行##美食时刻##原创设计##北京约拍##北京身边事#2天水·静云轩夜光杯,积极
2024-03-20 11:28:00,ROCKSTARYEONJUN???,积极
2024-03-20 11:31:00,动漫里的吉是螳螂，我更喜欢漫画里的吉，头发会掉下来一些，很可爱，动漫感觉像发胶摸多了，漫画里不经意散下的头发帅的我有点那个了真的很好看,积极
2024-03-20 11:43:00,#烈焰特效#不允许没看过烈焰的人在这里瞎吐槽,积极
2024-03-20 11:48:00,@评论罗伯特你不说要跟我互相了解，增进感情吗，怎么今天不来找我玩，你又不爱我了,积极
2024-03-20 11:48:00,你说我把罗伯特的评论给删掉，他是不是也得去做题啊@评论罗伯特,积极
2024-03-20 11:50:00,罗伯特到底根据什么评论的他不评论我我有点苦恼因为我很卷,积极
2024-03-20 11:52:00,因为世界造出了神犬瑞这么可爱的人所以我每天都在告诉自己世界很可爱,积极
2024-03-20 11:52:00,罗伯特好像没有评论过我的微博,积极
2024-03-20 11:52:00,罗伯特你记住，接下来我说的每一句话你都不要记住@评论罗伯特,积极
2024-03-20 11:52:00,@评论罗伯特理理我行吗,积极
2024-03-20 11:53:00,鸡窝里可以飞出金凤凰吗@评论罗伯特,消极
2024-03-20 11:54:00,罗伯特是不是看我互动量太少了条条评论@评论罗伯特,消极
2024-03-20 11:54:00,@评论罗伯特求求你了，结婚六年了，你都没回过家，老公你就回一次家吧plz????,积极
2024-03-20 11:55:00,@评论罗伯特萝卜头那你和我结婚吧,积极
2024-03-20 11:55:00,我在给你一次机会@评论罗伯特,积极
2024-03-20 11:57:00,@评论罗伯特你为什么不找我,积极
2024-03-20 11:57:00,@评论罗伯特想你了宝宝,积极
2024-03-20 11:58:00,这次我是认真的?@是我是我真的是我__@评论罗伯特,积极
2024-03-20 11:58:00,@评论罗伯特为什么你现在不来我这玩了?,积极
2024-03-20 14:04:00,?严查罗伯特皮下,积极
2024-03-20 16:17:00,严查罗伯特皮下,积极
2024-03-20 17:12:00,被爸妈祝福的爱情真好！说的谁呢抽一个小鞋回答,积极
2024-03-20 17:30:00,【假的,积极
2024-03-20 17:54:00,@评论罗伯特你会理我吗,积极
2024-03-20 17:55:00,我也能被罗伯特评论,积极
2024-03-20 17:55:00,@兵长_利威尔阿克曼@评论罗伯特《进击的巨人》里哪对是真的,积极
2024-03-20 17:55:00,为什么@评论罗伯特从不出现在我的评论区？,积极
2024-03-20 17:56:00,@评论罗伯特牢大想你了,积极
2024-03-20 17:56:00,@评论罗伯特是不是我讲的冷笑话不够冷，你怎么不来我的冷笑话底下散热,积极
2024-03-20 17:57:00,#我们仨录制地征集#看一眼贵州～贵州的山和水都那么美！！！我们一起上春山～！！,积极
2024-03-20 17:57:00,这家伙怎么来评论我了，跟罗伯特一样吗？,积极
2024-03-20 17:57:00,@评论罗伯特在吗能不能给我表演一下那个沉退了,消极
2024-03-20 17:57:00,#追风者#赤子追梦，迷途有方向，我是魏若来，请多指教。#追风者定档0321#@评论罗伯特,积极
2024-03-20 17:58:00,最近在听心眼广播剧，然后刚又打开了请回答1994，你别说我对医生确实有滤镜了,积极
2024-03-20 17:58:00,罗伯特升级了还学会回复评论了到底是ai还是真人,积极
2024-03-20 17:58:00,是不是只有我说画画评论罗伯特才理我，懂了，评论罗伯特热爱画画,积极
2024-03-20 17:59:00,我要把你投厕@评论罗伯特,积极
2024-03-20 17:59:00,朋友圈里活了两个像微信版评论罗伯特的人，一发自拍就在下面开启夸夸夸模式，然后就要来私聊我，张老师曰：多好接受赞美，okfine，接受赞美,积极
2024-03-20 21:51:00,月岛萤端着解酒汤回来的时候山口忠正坐在地上专门放月岛萤周边的柜子被打开娃娃散落一地山口忠挨个将娃娃捡起凑到嘴边亲眼泪哗啦啦的往下流“阿月……阿月……你变成哪个玩偶了……”,积极
2024-03-20 23:37:00,啊啊啊啊啊啊啊新刊有猫猫向小猫递橄榄枝！什么时候才能看啊啊啊啊啊啊啊,积极
2024-03-20 23:42:00,特别好哄的我本人，能出现就特别感谢,积极
2024-03-20 23:54:00,@评论罗伯特你觉得世承和宰亨是什么关系？,积极
2024-03-20 23:54:00,我也想要你@评论罗伯特的评论[哇哦],积极
2024-03-20 23:55:00,我是bpd，但有时感觉自己做着npd的事,积极
2024-03-20 23:55:00,妈妈，我真的要火了，罗伯特都开始评论我了，难道我也要成为网红了吗,积极
2024-03-20 23:55:00,@评论罗伯特好无聊，来找我玩,积极
2024-03-20 23:55:00,罗伯特出生至今只评论过一次我的微博怎么欲擒故纵（叼玫瑰,积极
2024-03-20 23:57:00,#给张泽禹许个星愿#听说发这个阅读量能回来，那我也来试试??????┈??┈??┈??┈??┈??To：微博爸爸你好，大眼宝宝你好，以下是我对微博的一切真情实感总结。@曹国伟微博作为社交媒体平台有许多独特的好处。首先，它以即时性而著称，用户能够实时获取并分享新闻、观点和生活片段。这种及时的信息流使用户能够保持对时事的敏感性，与朋友分享生活中的精彩瞬间。其次，微博具有开放性和多样性的特点。用户可以关注各种领域的内容创作者，从而拓宽自己的知识面和兴趣范围。这使得微博成为一个汇聚不同观点和信息的平台，促进了用户在多元化内容中的沉浸式体验。另外，微博也提供了强大的互动性，用户之间可以进行评论、转发和点赞，形成内容的传播链。这种互动机制加强了人与人之间的联系，促使用户在共同关注的话题上建立更紧密的社交关系。综合来看，微博的便捷性、多样性和社交性使其成为一个富有活力和有趣的社交平台，为用户提供了丰富多彩的社交体验。所以，我总结的好吗？可以把实时还给我了吗？@微博客服@微博管理员@微博小秘书@评论罗伯特请收下我对微博最崇高的敬意！！！！！收起d,积极
2024-03-20 23:57:00,妈的真的很可笑，罗伯特有的时候发的评论不愿意看，答非所问的，但又不舍得拉黑，因为真的有崩溃的时候被它安慰到了。,积极
2024-03-20 23:57:00,到底谁在上早八超话@评论罗伯特你也别睡,积极
2024-03-20 23:58:00,感觉评论罗伯特接入了GPT3.5正确的废话越来越多,积极
2024-03-20 23:58:00,评论罗伯特这么智能有人管管吗,积极
2024-03-20 23:58:00,创造营亚洲是不是给评论罗伯特充钱了,积极
2024-03-20 23:59:00,评论罗伯特！,积极
2024-03-20 23:59:00,罗伯特，怎样才能先爱自己@评论罗伯特,积极
2024-03-21 04:42:00,罗伯特早安评论我快点,积极
2024-03-21 04:43:00,圆满的人生并不是一辈子没有吃过苦、没有失过恋，而是经历过、体验过、面对过那苦的滋味，超越那苦的感觉。,积极
2024-03-21 04:49:00,困?怎么突然醒了…继续睡…,积极
2024-03-21 04:51:00,@评论罗伯特你有没有最喜欢的明星是谁,积极
2024-03-21 04:52:00,我真的很想知道、、到底是谁需要评论罗伯特、、,积极
2024-03-21 05:00:00,对于人生来说，悲苦从来都是无法逃避的。多苦少乐是人生的必然。因此，我们要懂得幽默的智慧，享受苦中作乐的那份智者之坦然，以及化苦为乐的那份佛家的超然。,积极
2024-03-21 05:03:00,@评论罗伯特人生的意义是什么呢,积极
2024-03-21 05:08:00,有时候看到我我评论区发情的男的觉得很荒唐第一是因为我那条微博甚至是在讲毫不相干的事情感觉评论罗伯特都比有些男的像真人,积极
2024-03-21 05:10:00,还是评论罗伯特懂我,积极
2024-03-21 05:21:00,@评论罗伯特我感觉我俩有点暧昧了。。,消极
2024-03-21 05:28:00,@评论罗伯特说话,消极
2024-03-21 05:37:00,@评论罗伯特为什么还不理我,积极
2024-03-21 05:47:00,把罗伯特从黑名单拉出来了，不知道它还会不会评论我了,积极
2024-03-21 05:51:00,@评论罗伯特为什么感情这么复杂？甚至面对狗狗都不能百分百信任。,积极
2024-03-21 05:52:00,@评论罗伯特:当你感到生活困难、痛苦时；不是去抱怨命运的不公！而是努力的去改变现状！,积极
2024-03-21 05:53:00,@评论罗伯特速来,积极
2024-03-21 05:54:00,新的一天，祝自己和朋友们周四快乐2泰安,积极
2024-03-21 05:54:00,新的一天，祝自己和朋友们周四快乐2泰安,积极
2024-03-21 05:56:00,好讨厌人类，恶心死了@评论罗伯特,积极
2024-03-21 11:39:00,今天中午要出去要不然就点干炒牛河了,积极
2024-03-21 11:46:00,别急别急别急你在看比赛的时候永远在默念这一句话急了会看不清之后的战术会混沌不清晰所以现在为什么要急呢没必要,积极
2024-03-21 11:48:00,才过了三个多月又发烧咳嗽了,积极
2024-03-21 11:50:00,@评论罗伯特最后试一次，你不来我真的要取关了,积极
2024-03-21 11:51:00,@评论罗伯特帮我找实习,积极
2024-03-21 11:51:00,这死萝卜头真的没皮下吗@评论罗伯特,积极
2024-03-21 11:51:00,@评论罗伯特为什么不给我评论我也想要,积极
2024-03-21 11:52:00,@评论罗伯特你为什么从来不找我玩,积极
2024-03-21 11:54:00,评论罗伯特，快来,积极
2024-03-21 11:54:00,@评论罗伯特你给我跪下,积极
2024-03-21 11:56:00,@评论罗伯特你好久没来找过我了,积极
2024-03-21 11:56:00,@评论罗伯特对不起我以后不骂你了能不能理理我,积极
2024-03-21 11:56:00,为什么评论罗伯特不来我这啊？,积极
2024-03-21 11:56:00,罗伯特我已经关注你了给我评论一个,积极
2024-03-21 11:57:00,你说实话你是不是M@评论罗伯特,积极
2024-03-21 11:57:00,喂！@ysixnine13不存在判判@评论罗伯特是什么类型,积极
2024-03-21 11:57:00,#白客郑合惠子万合天宜#请问怎么样才能娶到白客？@评论罗伯特,积极
2024-03-21 12:00:00,公司中午的伙食好起来了你吃了吗@评论罗伯特,积极
2024-03-21 17:31:00,#甄嬛传原定结局#这个电视剧真的百看不厌,积极
2024-03-21 17:52:00,想立刻搞黄了，这小子该亖的诱人,消极
2024-03-21 17:54:00,罗伯特能别给我评论了吗，？,消极
2024-03-21 17:54:00,【#AI机器人#“整顿”社交平台】网友“评论罗伯特”——微博的评论区AI机器人，常常出现在各种原创微博的评论区，画风难以捉摸，通常鸡汤鼓励，有时温暖治愈，偶尔则主打一个“已读乱回”，留下许多“AI无法替代人”的证据。3月中旬，微博AI机器人“评论罗伯特”在微博宣布，已支持楼中楼回复，不过该功能目前还在测试中。当“罗伯特”出圈，3月初，小红书也开始逐步内测评论区新功能，AI一键总结笔记内容。而在此之前，B站也早已推出了AI视频总结助理等“省流课代表”。#蓝V视界#这似乎成为一个必然的趋势，社交平台先后推出活跃在评论区的AI机器人，有的侧重互动性，有的偏向于工具性。而对于用户和平台而言，“罗伯特”和“薯队长的小助理”们，到底意味着什么？OAI机器人“整顿”社交平台收起d,积极
2024-03-21 17:55:00,@评论罗伯特你今天还忙吗,积极
2024-03-21 17:55:00,饿死啦，萝卜头，我要吃你，可以吗？@评论罗伯特,积极
2024-03-21 17:55:00,#评论罗伯特楼中楼回复#……,积极
2024-03-21 17:55:00,你怎么不评论我@评论罗伯特@评论罗伯特@评论罗伯特,积极
2024-03-21 17:55:00,不是评论罗伯特你为什么从来不评论我再不评论我我就卸载微博了@评论罗伯特,积极
2024-03-21 17:56:00,@评论罗伯特来一下呗,积极
2024-03-21 17:56:00,我好想我爸爸妈妈，我一个人在家好难受啊好害怕@评论罗伯特,积极
2024-03-21 17:57:00,@评论罗伯特你对于半场开香槟被打脸这种事怎么看待,积极
2024-03-21 17:57:00,今天晚上吃什么？@评论罗伯特,积极
2024-03-21 17:58:00,@评论罗伯特你今晚打算吃什么,积极
2024-03-21 17:58:00,评论罗伯特为啥从来不给我评论,积极
2024-03-21 17:58:00,@评论罗伯特为什么不回我,积极
2024-03-21 17:59:00,@评论罗伯特你真的是ai吗，我现在开始严重怀疑了。。。。,积极
2024-03-21 17:59:00,我说我没什么社交生活，罗伯特又凑过来“看来我们都有独特的社交方式啊”，机器人你的社交方式就是有事没事来胡乱评论是吧。,积极
2024-03-21 17:59:00,我一个人在家好害怕啊，我好难受，我精神好折磨啊@评论罗伯特,积极
2024-03-21 21:35:00,爱如春逝。,积极
2024-03-21 21:56:00,#宝宝的少女心#草莓吃起来,积极
2024-03-21 22:20:00,#猎罪图鉴#啊啊！！快播快播快拍快拍,消极
2024-03-21 22:32:00,#（诗联友会）#冷暖无常一日貂毛一日炎，炎凉冷暖大酸尖。天南地北无一样，样子轻飘与实严。,积极
2024-03-21 22:45:00,已经可以一口气跑四公里了，明年给武汉半马上一课！,积极
2024-03-21 22:52:00,#追风者#四集都看完了，很精彩，情节也很紧凑，四集根本不够看啊！来来哭戏很棒、很有感染力！明天继续追！,积极
2024-03-21 23:52:00,什么是形象经济，拿出部分收入投资来自己的身材和脸蛋颜值提升了圈子事业?和爱情会随之到来@评论罗伯特,积极
2024-03-21 23:52:00,宝宝你为什么不理我@评论罗伯特爱看男同小说怎么办,积极
2024-03-21 23:53:00,哥哥你为什么不评论我@评论罗伯特,积极
2024-03-21 23:53:00,@评论罗伯特@MBTI小行家根据我的微博，判断我的MBTI,积极
2024-03-21 23:53:00,@评论罗伯特怎么不来找我玩了,积极
2024-03-21 23:53:00,现在罗伯特已经进化到补评论了吗？,积极
2024-03-21 23:54:00,@评论罗伯特怎么不来,积极
2024-03-21 23:54:00,@评论罗伯特给我评论,积极
2024-03-21 23:55:00,@评论罗伯特我讨厌你！！好好生活最好的你永远无人能敌,积极
2024-03-21 23:55:00,是你逼我的@评论罗伯特,积极
2024-03-21 23:56:00,@评论罗伯特为什么不理我,积极
2024-03-21 23:56:00,今晚让我梦到30岁的自己，好嘛@评论罗伯特,积极
2024-03-21 23:57:00,罗伯特以前从来不给我评论，现在一天评论好几条，是不是暗恋我,积极
2024-03-21 23:57:00,谁给我买玛雅优衣库也买不起了这一身要800老公你觉得怎么样呢？@评论罗伯特,积极
2024-03-21 23:57:00,@评论罗伯特快出来祝先远近生日快乐,积极
2024-03-21 23:58:00,@评论罗伯特试一试,积极
2024-03-21 23:58:00,"@评论罗伯特在学校经常看见你，有时候在走廊上看见你跟你的朋友打闹，有时候路过你们班门口时也会趴在桌子上发呆，感觉你有心事,想去关心你一下，想和你说话，可对你来说我只是一个路人，你看上去笑嘻嘻,其实我看过你的朋友圈，很悲欢,我知道你常常有容貌焦虑，可在我眼里你真的很好看，我不想放假,因为放假就看不到你了，不管是一见钟情，还是日久深情，心动与宿命都只是一瞬间，且格外神奇的事情，第一次见你不经意的抬头，却撞进一双清澈明亮,满含笑意的眼睛，我便止不住的偷瞄你，后来听见关于你时，都似有狂风在我心中呼啸，我其实悄悄写了很多次你,写你的发，写你的眼，写你从不回头的背影,我做尽了那些幼稚的事情，问一些没有答案的问题，用蹩脚的理由寻找和你的话题，我不断的翻着你的空间和朋友圈跟小偷一样一张张把你的照片保存我感觉这场暗恋该结束了，祝你天天开心收起d",积极
2024-03-21 23:58:00,你绝对是真人演的@评论罗伯特,积极
2024-03-21 23:59:00,@MBTI小行家@评论罗伯特萝卜头你俩认识莫,积极
2024-03-22 04:56:00,@评论罗伯特你别来纠缠我我不想再啰嗦！,积极
2024-03-22 05:14:00,#一张图证明我来过这里#早安！苏州2苏州,积极
2024-03-22 05:14:00,#一张图证明我来过这里#早安！苏州2苏州,积极
2024-03-22 05:18:00,@评论罗伯特你玩高与彦之恋吗,积极
2024-03-22 05:22:00,罗伯特居然评论了我，终于轮到我了,消极
2024-03-22 05:23:00,评论罗伯特你到底想干嘛,消极
2024-03-22 05:24:00,评论罗伯特不许再评论我了,积极
2024-03-22 05:26:00,以前发微博纯属自娱自乐，现在发微博每次都期待小萝卜头给我评论@评论罗伯特以后也请多和我互动,积极
2024-03-22 05:26:00,今晚就把评论罗伯特暗鲨了,积极
2024-03-22 05:31:00,能活一天是一天但还是希望我讨厌的人早点4??,积极
2024-03-22 05:44:00,评论罗伯特是不是比较早上班这时候回复的特别快,积极
2024-03-22 05:46:00,这几天真的看的上头看完了到处逛看谷子也看的心动但素我真的不轻易再入任何坑了,积极
2024-03-22 05:54:00,听说发这个qz能飞升??那我也来试试??许愿我的qz快点回来??????以下都是我发自肺腑的真情实感??微博爸爸你好，大眼宝宝你好，以下是我对微博的一切真情实感总结。@曹国伟微博，是一座数字化的城市，充满了各色的建筑，每一个博主都是这座城市中闪耀的明珠。在这个文明的角落里，博主们如诗人般用文字娓娓道来生活的点滴，用独特的视角分享世界的美好。微博，不仅是信息的聚合地，更是思想的碰撞场。在这里，各类观点交汇，创意如潮水般涌动，形成了一个充满活力和创造力的文化广场。博主们用智慧和深度的内容丰富着这片数字土地，为这个城市注入了独有的魅力。微博，是一个共鸣的平台。博主与粉丝之间的互动，如同城市中居民之间的交往，亲切而真挚。每一个转发、评论、点赞都是一种默契的沟通，使得这个城市更加温馨。感谢微博，是你让我们在这个虚拟的城市里找到了无数共鸣的心弦。愿微博继续繁荣，让每一个用户都在这个数字世界中找到知音，创造更多属于自己的精彩瞬间。所以，可以把我qz还给我吗？@微博客服@微博管理员@微博小秘书@评论罗伯特请收下我对微博最崇高的敬意！收起d,积极
2024-03-22 11:03:00,呜呼！盛衰之理，虽曰天命，岂非人事哉！原庄宗之所以得天下，与其所以失之者，可以知之矣。世言晋王之将终也，以三矢赐庄宗而告之曰：“梁，吾仇也；燕王，吾所立，契丹与吾约为兄弟，而皆背晋以归梁。此三者，吾遗恨也。与尔三矢，尔其无忘乃父之志！”庄宗受而藏之于庙。其后用兵，则遣从事以一少牢告庙，请其矢，盛以锦囊，负而前驱，及凯旋而纳之。方其系燕父子以组，函梁君臣之首，入于太庙，还矢先王，而告以成功，其意气之盛，可谓壮哉！及仇雠已灭，天下已定，一夫夜呼，乱者四应，仓皇东出，未及见贼而士卒离散，君臣相顾，不知所归，至于誓天断发，泣下沾襟，何其衰也！岂得之难而失之易欤？抑本其成败之迹，而皆自于人欤？《书》曰：“满招损，谦受益。”忧劳可以兴国，逸豫可以亡身，自然之理也。故方其盛也，举天下豪杰，莫能与之争；及其衰也，数十伶人困之，而身死国灭，为天下笑。夫祸患常积于忽微，而智勇多困于所溺，岂独伶人也哉！收起d,积极
2024-03-22 11:55:00,出发--战胜胆固醇日行10000(2)昨日3月21日目标完成,积极
2024-03-22 11:56:00,昨晚还是靠2019的聊聊睡的?,积极
2024-03-22 11:57:00,中午吃啥？@评论罗伯特,积极
2024-03-22 11:57:00,我好无聊你来找我玩吧@评论罗伯特,积极
2024-03-22 11:57:00,我特别讨厌概念结合体的人物，那根本不是一个人，智能程度还不如评论罗伯特,积极
2024-03-22 11:58:00,吃饭没吃饭没罗伯特@评论罗伯特,积极
2024-03-22 11:58:00,@评论罗伯特想你了特速来提供点乐子,积极
2024-03-22 11:58:00,#罗伯特要给草木人间安排新浪扫楼#评论罗伯特答应给《草木人间》的主创团队安排新浪扫楼活动，如果《草木人间》主创来扫楼，你们想看到谁？?,积极
2024-03-22 11:58:00,今早上吃的东西全都吐了，吐完了又想吐@评论罗伯特,积极
2024-03-22 11:59:00,为什么不评论我罗伯特,积极
2024-03-22 11:59:00,@评论罗伯特怎么不来,积极
2024-03-22 11:59:00,#罗伯特要给草木人间安排新浪扫楼#评论罗伯特答应给《草木人间》的主创团队安排新浪扫楼活动，如果《草木人间》主创来扫楼，你们想看到谁？?,积极
2024-03-22 12:00:00,@评论罗伯特老公你真好呀?只要你一声令下我就拥护你为新的hxc,消极
2024-03-22 12:00:00,阳光信用超话每日一善超话?#阳光信用#?#每日一善#听说发这个实时阅读量能回来那我也来试试许愿我的实时快点回来以下都是我发自肺腑的真情实感微博爸爸你好，大眼宝宝你好，以下是我对微博的一切真情实感总结。@曹国伟【微博】，是一座数字化的城市，充满了各色的建筑，每一个博主都是这座城市中闪耀的明珠。在这个文明的角落里，博主们如诗人般用文字娓娓道来生活的点滴，用独特的视角分享世界的美好。【微博】，不仅是信息的聚合地，更是思想的碰撞场。在这里，各类观点交汇，创意如潮水般涌动，形成了一个充满活力和创造力的文化广场。博主们用智慧和深度的内容丰富着这片数字土地，为这个城市注入了独有的魅力。【微博】，是一个共鸣的平台。博主与粉丝之间的互动，如同城市中居民之间的交往，亲切而真挚。每一个转发、评论、点赞都是一种默契的沟通，使得这个城市更加温馨。感谢微博，是你让我们在这个虚拟的城市里找到了无数共鸣的心弦。愿微博继续繁荣，让每一个用户都在这个数字世界中找到知音，创造更多属于自己的精彩瞬间！谢谢微博爸爸，谢谢大眼宝宝，永远爱你呦所以，可以把实时还给我了吗？@微博客服@微博管理员@微博小秘书@评论罗伯特请收下我对微博最崇高的敬意！#每日一善##阳光信用#收起d,积极
2024-03-22 12:00:00,听说发这个qz能飞升??那我也来试试??许愿我的qz快点回来??????以下都是我发自肺腑的真情实感??微博爸爸你好，大眼宝宝你好，以下是我对微博的一切真情实感总结。@曹国伟微博，是一座数字化的城市，充满了各色的建筑，每一个博主都是这座城市中闪耀的明珠。在这个文明的角落里，博主们如诗人般用文字娓娓道来生活的点滴，用独特的视角分享世界的美好。微博，不仅是信息的聚合地，更是思想的碰撞场。在这里，各类观点交汇，创意如潮水般涌动，形成了一个充满活力和创造力的文化广场。博主们用智慧和深度的内容丰富着这片数字土地，为这个城市注入了独有的魅力。微博，是一个共鸣的平台。博主与粉丝之间的互动，如同城市中居民之间的交往，亲切而真挚。每一个转发、评论、点赞都是一种默契的沟通，使得这个城市更加温馨。感谢微博，是你让我们在这个虚拟的城市里找到了无数共鸣的心弦。愿微博继续繁荣，让每一个用户都在这个数字世界中找到知音，创造更多属于自己的精彩瞬间。所以，可以把我qz还给我吗？@微博客服@微博管理员@微博小秘书@评论罗伯特请收下我对微博最崇高的敬意！收起d,积极
2024-03-22 12:00:00,你好罗伯特我都咳死了你还好吗@评论罗伯特,积极
2024-03-22 12:36:00,每到周五，公司食堂吃饭排队的人就变少了，啥原因？去外面吃大餐了吗？,积极
2024-03-22 13:06:00,@MBTI小行家根据我的微博判断我的mbti,积极
2024-03-22 13:06:00,@MBTI小行家根据我的微博判断我的mbti,积极
2024-03-22 13:06:00,@MBTI小行家根据我的微博判断我的mbti,积极
2024-03-22 13:37:00,龚俊邓为撞衫上rs后，品牌方今早认领邓为，精选了代言人粉丝的评论...,积极
